Symbol,Average price,Average volume,Average no. of trades,Average deliverable qty,fromDate,toDate,NoOfDays
VRLLOG,174,246614,5065,117623,2021-03-05,2020-03-05,365
VSSL,83,30361,442,21426,2021-03-05,2020-03-05,365
VSTIND,3368,13463,2122,8191,2021-03-05,2020-03-05,365
VSTTILLERS,1492,25629,2873,11823,2021-03-05,2020-03-05,365
VTL,818,41598,2943,28346,2021-03-05,2020-03-05,365
WABAG,164,520496,8637,222672,2021-03-05,2020-03-05,365
WABCOINDIA,6147,8001,1285,4774,2021-03-05,2020-03-05,365
WALCHANNAG,53,211724,2054,89275,2021-03-05,2020-03-05,365
WATERBASE,104,362957,4395,98049,2021-03-05,2020-03-05,365
WEALTH,130,5754,76,5322,2021-03-05,2021-01-21,43
WEBELSOLAR,26,143931,610,89026,2021-03-05,2020-03-05,365
WEIZMANIND,32,11519,128,6884,2021-03-05,2020-03-05,365
WELCORP,101,1298433,9696,697219,2021-03-05,2020-03-05,365
WELENT,70,221364,2050,126933,2021-03-05,2020-03-05,365
WELINV,255,1838,85,1202,2021-03-05,2020-03-05,365
WELSPUNIND,51,1181550,5194,790072,2021-03-05,2020-03-05,365
WENDT,2815,1700,328,798,2021-03-05,2020-03-05,365
WESTLIFE,374,280369,7870,143761,2021-03-05,2020-03-05,365
WHEELS,432,18428,1082,9256,2021-03-05,2020-03-05,365
WHIRLPOOL,2150,88726,8871,46533,2021-03-05,2020-03-05,365
WILLAMAGOR,18,13165,115,9358,2021-03-05,2020-03-05,365
WINDMACHIN,15,54324,194,30853,2021-03-05,2020-03-05,365
WIPRO,298,13683986,109456,3351534,2021-03-05,2020-03-05,365
WOCKPHARMA,336,899778,17913,263126,2021-03-05,2020-03-05,365
WONDERLA,165,100362,3234,48559,2021-03-05,2020-03-05,365
WORTH,49,33400,277,20725,2021-03-05,2020-08-04,213
WSI,3,9110,24,7981,2021-03-05,2020-05-28,281
WSTCSTPAPR,170,171485,3279,86055,2021-03-05,2020-03-05,365
XCHANGING,64,204425,1651,131222,2021-03-05,2020-03-05,365
XELPMOC,181,30989,1273,18359,2021-03-05,2020-03-05,365
XPROINDIA,25,12140,119,8070,2021-03-05,2020-03-05,365
YAARII,67,363581,2183,205431,2021-03-05,2020-03-05,365
YESBANK,20,147674304,150976,59316117,2021-03-05,2020-03-05,365
ZEEL,187,26280329,149732,4623076,2021-03-05,2020-03-05,365
ZEELEARN,13,986803,1864,538708,2021-03-05,2020-03-05,365
ZEEMEDIA,6,2539633,3828,1684808,2021-03-05,2020-03-05,365
ZENITHEXPO,44,2103,46,1233,2021-03-05,2020-03-05,365
ZENSARTECH,171,318475,6779,159820,2021-03-05,2020-03-05,365
ZENTEC,67,421671,3894,174942,2021-03-05,2020-03-05,365
ZODIACLOTH,110,44155,720,24897,2021-03-05,2020-03-05,365
ZODJRDMKJ,26,3376,89,1836,2021-03-05,2020-03-05,365
ZOTA,147,17370,252,8353,2021-03-05,2020-03-05,365
ZUARI,89,111811,1490,50259,2021-03-05,2020-03-05,365
ZYDUSWELL,1631,50690,4837,25718,2021-03-05,2020-03-05,365
